act_symbol,date,when
ACHV,3/10/22,After market close
ACHV,5/12/22,After market close
ACHV,8/11/22,After market close
ACHV,11/14/22,After market close
ACHV,3/16/23,After market close
ACHV,5/9/23,After market close
ACHV,8/14/23,After market close
ACHV,11/9/23,After market close
ACHV,3/28/24,After market close
ACHV,5/9/24,After market close
ACHV,8/13/24,After market close
ACHV,11/7/24,After market close
ACHV,3/11/25,Before market open
ACHV,5/13/25,Before market open
ACI,7/27/20,Before market open
ACI,10/20/20,Before market open
ACI,1/12/21,Before market open
ACI,4/26/21,Before market open
ACI,7/29/21,Before market open
ACI,10/18/21,Before market open
ACI,1/11/22,Before market open
ACI,4/12/22,Before market open
ACI,7/26/22,Before market open
ACI,10/18/22,Before market open
ACI,1/10/23,Before market open
ACI,4/11/23,Before market open
ACI,7/25/23,Before market open
ACI,10/17/23,Before market open
ACI,1/9/24,Before market open
ACI,4/22/24,Before market open
ACI,7/23/24,Before market open
ACI,10/15/24,Before market open
ACI,1/8/25,Before market open
ACI,4/15/25,Before market open
ACIA,2/20/20,
ACIA,5/7/20,
ACIA,8/11/20,
ACIA,11/4/20,
ACIA,2/16/21,
ACIA,2/23/21,
ACIA,3/2/21,
ACIC,11/13/23,After market close
ACIC,2/29/24,After market close
ACIC,5/9/24,After market close
ACIC,8/7/24,After market close
ACIC,11/6/24,After market close
ACIC,2/27/25,After market close
ACIC,5/8/25,After market close
ACIU,3/19/20,
ACIU,11/11/20,
ACIU,8/4/21,
ACIU,11/12/21,
ACIU,3/22/22,
ACIU,4/27/22,
ACIU,3/16/23,Before market open
ACIU,4/27/23,
ACIU,7/27/23,
ACIU,10/27/23,
ACIU,4/26/24,
ACIU,8/2/24,
ACIU,11/1/24,
ACIU,3/13/25,
ACIW,11/2/22,Before market open
ACIW,3/1/23,Before market open
ACIW,5/4/23,Before market open
ACIW,8/3/23,Before market open
ACIW,11/2/23,Before market open
ACIW,2/29/24,Before market open
ACIW,4/30/24,Before market open
ACIW,8/1/24,Before market open
ACIW,11/7/24,Before market open
ACIW,2/27/25,Before market open
ACIW,5/8/25,Before market open
ACLS,2/5/20,After market close
ACLS,5/5/20,After market close
ACLS,8/4/20,After market close
ACLS,11/5/20,After market close
ACLS,2/10/21,After market close
ACLS,5/4/21,After market close
ACLS,8/4/21,After market close
ACLS,11/3/21,After market close
ACLS,2/7/22,After market close
ACLS,5/4/22,After market close
ACLS,8/3/22,After market close
ACLS,11/2/22,After market close
ACLS,2/8/23,After market close
ACLS,5/3/23,After market close
ACLS,8/2/23,After market close
ACLS,11/1/23,After market close
ACLS,2/7/24,After market close
ACLS,5/1/24,After market close
ACLS,7/31/24,After market close
ACLS,11/6/24,After market close
ACLS,2/10/25,After market close
ACLS,5/6/25,Before market open
ACLX,8/11/22,
ACLX,3/23/23,
ACLX,5/11/23,
ACLX,11/13/23,
ACLX,2/26/25,
ACLX,5/8/25,
ACM,2/3/20,Before market open
ACM,5/5/20,Before market open
ACM,8/4/20,Before market open
ACM,11/16/20,Before market open
ACM,2/8/21,After market close
ACM,5/10/21,After market close
ACM,8/9/21,After market close
ACM,11/14/21,After market close
ACM,2/7/22,After market close
ACM,5/9/22,Before market open
ACM,8/8/22,After market close
ACM,11/14/22,Before market open
ACM,2/6/23,After market close
ACM,5/8/23,After market close
ACM,8/7/23,After market close
ACM,11/13/23,After market close
ACM,2/5/24,After market close
ACM,5/6/24,After market close
ACM,8/5/24,After market close
ACM,11/18/24,After market close
ACM,2/3/25,After market close
ACM,5/5/25,After market close
ACMR,3/18/20,After market close
ACMR,5/6/20,After market close
ACMR,8/5/20,After market close
ACMR,11/5/20,After market close
ACMR,2/25/21,After market close
ACMR,5/6/21,After market close
ACMR,8/5/21,After market close
ACMR,11/4/21,After market close
ACMR,2/24/22,After market close
ACMR,5/6/22,Before market open
ACMR,8/5/22,Before market open
ACMR,11/4/22,Before market open
ACMR,2/24/23,Before market open
ACMR,5/5/23,Before market open
ACMR,8/4/23,Before market open
ACMR,11/7/23,Before market open
ACMR,2/28/24,Before market open
ACMR,5/8/24,Before market open
ACMR,8/7/24,Before market open
ACMR,11/7/24,Before market open
ACMR,2/26/25,Before market open
ACMR,5/8/25,Before market open
ACN,3/19/20,Before market open
ACN,6/25/20,
ACN,9/24/20,Before market open
ACN,12/17/20,Before market open
ACN,3/18/21,Before market open
ACN,6/24/21,Before market open
ACN,9/23/21,Before market open
ACN,12/16/21,Before market open
ACN,3/17/22,Before market open
ACN,6/23/22,Before market open
ACN,9/22/22,Before market open
ACN,12/16/22,Before market open
ACN,3/23/23,Before market open
ACN,6/22/23,Before market open
ACN,9/28/23,Before market open
ACN,12/19/23,Before market open
ACN,3/21/24,Before market open
ACN,6/20/24,Before market open
ACN,9/26/24,Before market open
ACN,12/19/24,Before market open
ACN,3/20/25,Before market open
ACN,6/20/25,Before market open
ACNB,1/26/23,
ACNB,4/27/23,
ACNB,10/26/23,
ACNB,1/25/24,
ACNB,4/25/24,
ACNB,7/25/24,
ACNB,10/25/24,
ACNB,1/23/25,
ACNB,4/24/25,
ACNT,11/8/22,
ACNT,5/9/23,After market close
ACNT,8/8/23,After market close
ACNT,11/8/23,After market close
ACNT,3/29/24,
ACNT,5/8/24,After market close
ACNT,8/6/24,After market close
ACNT,11/12/24,After market close
ACNT,3/4/25,After market close
ACNT,5/12/25,After market close
ACOG,5/15/25,After market close
ACON,3/26/24,
ACON,11/12/24,
ACON,3/27/25,
ACOR,2/13/20,Before market open
ACOR,5/5/20,After market close
ACOR,8/4/20,After market close
ACOR,11/3/20,After market close
ACOR,3/4/21,After market close
ACOR,5/4/21,
ACOR,8/3/21,
ACOR,8/4/22,
ACOR,11/1/22,After market close
ACOR,3/8/23,
ACOR,5/11/23,After market close
ACOR,8/8/23,After market close
ACOR,11/13/23,After market close
ACOR,3/14/24,
ACOR,3/28/24,
ACR,3/2/21,
ACR,5/5/21,After market close
ACR,8/4/21,After market close
ACR,11/4/21,After market close
ACR,3/3/22,After market close
ACR,5/5/22,After market close
ACR,8/4/22,After market close
ACR,11/3/22,After market close
ACR,3/2/23,After market close
ACR,5/3/23,After market close
ACR,8/2/23,After market close
ACR,11/1/23,After market close
ACR,2/28/24,After market close
ACR,5/1/24,After market close
ACR,7/31/24,After market close
ACR,10/30/24,After market close
ACR,3/5/25,After market close
ACR,4/30/25,After market close
ACRE,2/20/20,Before market open
ACRE,5/6/20,
ACRE,8/6/20,Before market open
ACRE,10/29/20,Before market open
ACRE,5/4/21,Before market open
ACRE,11/3/21,Before market open
ACRE,2/15/22,Before market open
ACRE,5/3/22,Before market open
ACRE,7/29/22,Before market open
ACRE,11/2/22,Before market open
ACRE,2/15/23,Before market open
ACRE,5/2/23,Before market open
ACRE,8/2/23,Before market open
ACRE,11/3/23,Before market open
ACRE,2/21/24,
ACRE,5/9/24,Before market open
ACRE,8/7/24,
ACRE,11/7/24,Before market open
ACRE,5/7/25,Before market open
ACRS,2/25/20,After market close
ACRS,11/5/20,
ACRS,2/23/21,
ACRS,5/6/21,
ACRS,8/6/21,
ACRS,11/3/21,
ACRS,2/24/22,
ACRS,5/6/22,
ACRS,8/4/22,
ACRS,11/8/22,
ACRS,2/23/23,
ACRS,5/8/23,Before market open
ACRS,8/2/23,
ACRS,2/22/24,
ACRS,5/7/24,After market close
ACRS,8/5/24,
ACRS,11/4/24,
ACRS,2/25/25,
ACRS,5/6/25,
ACRV,8/8/23,
ACRV,3/26/24,
ACRV,5/14/24,
ACRV,8/9/24,
ACRV,11/14/24,
ACRV,3/27/25,
ACRV,5/13/25,
ACRX,3/16/20,Before market open
ACRX,5/11/20,After market close
ACRX,8/10/20,After market close
ACRX,11/4/20,
ACRX,3/15/21,After market close
ACRX,5/17/21,After market close
ACRX,8/16/21,After market close
ACRX,11/15/21,Before market open
ACRX,5/16/22,Before market open
ACRX,8/11/22,After market close
ACRX,11/14/22,After market close
ACRX,3/30/23,After market close
ACRX,5/10/23,After market close
ACRX,8/10/23,After market close
ACRX,11/8/23,After market close
ACST,2/13/20,
ACST,6/29/20,
ACST,8/12/20,
ACST,11/11/20,
ACST,2/14/22,Before market open
ACST,8/11/22,Before market open
ACST,11/14/22,Before market open
ACST,2/14/23,Before market open
ACST,6/27/23,
ACST,8/10/23,
ACST,11/13/23,
ACST,2/13/24,
ACST,8/9/24,
ACT,11/2/21,After market close
ACT,2/1/22,After market close
ACT,5/3/22,After market close
ACT,8/1/22,After market close
ACT,11/1/22,After market close
ACT,2/6/23,After market close
ACT,5/3/23,After market close
ACT,8/1/23,After market close
ACT,11/1/23,After market close
ACT,2/6/24,After market close
ACT,5/1/24,After market close
ACT,7/31/24,After market close
ACT,11/6/24,After market close
ACT,2/4/25,After market close
ACT,4/30/25,After market close
ACTG,3/16/23,Before market open
ACTG,5/11/23,After market close
ACTG,8/3/23,After market close
ACTG,11/13/23,After market close
ACTG,3/14/24,After market close
ACTG,5/9/24,After market close
ACTG,8/8/24,After market close
ACTG,11/12/24,Before market open
ACTG,3/13/25,Before market open
ACTG,5/8/25,Before market open
ACU,10/23/23,Before market open
ACU,4/19/24,
ACU,7/19/24,
ACU,10/18/24,Before market open
ACU,4/17/25,Before market open
ACVA,5/13/21,After market close
ACVA,8/11/21,After market close
ACVA,11/10/21,After market close
ACVA,2/16/22,After market close
ACVA,5/11/22,After market close
ACVA,8/10/22,After market close
ACVA,11/9/22,After market close
ACVA,2/22/23,After market close
ACVA,5/10/23,After market close
ACVA,8/7/23,After market close
ACVA,11/6/23,After market close
ACVA,2/21/24,After market close
ACVA,5/8/24,After market close
ACVA,8/7/24,After market close
ACVA,11/7/24,After market close
ACVA,2/19/25,After market close
ACVA,5/7/25,After market close
ACXP,11/14/22,Before market open
ACXP,3/16/23,Before market open
ACXP,5/10/23,
ACXP,8/14/23,Before market open
ACXP,11/14/23,Before market open
ACXP,5/15/24,Before market open
ACXP,8/9/24,Before market open
ACXP,11/13/24,Before market open
ACXP,3/18/25,Before market open
ACXP,5/13/25,Before market open
ADAG,3/30/22,
ADAG,3/30/23,
ADAG,3/26/24,
ADAP,2/27/20,Before market open
ADAP,5/14/20,Before market open
ADAP,8/6/20,Before market open
ADAP,11/5/20,Before market open
ADAP,2/25/21,Before market open
ADAP,5/6/21,Before market open
ADAP,8/9/21,After market close
ADAP,11/4/21,Before market open
ADAP,3/14/22,Before market open
ADAP,5/9/22,Before market open
ADAP,8/4/22,Before market open
ADAP,11/8/22,Before market open
ADAP,3/6/23,Before market open
ADAP,5/12/23,Before market open
ADAP,8/3/23,
ADAP,3/4/24,
ADAP,5/15/24,Before market open
ADAP,8/12/24,Before market open
ADAP,11/13/24,
ADAP,3/20/25,Before market open
ADAP,5/13/25,Before market open
ADBE,3/12/20,After market close
ADBE,6/11/20,After market close
ADBE,9/15/20,After market close
ADBE,12/10/20,Before market open
ADBE,3/23/21,After market close
ADBE,6/17/21,After market close
ADBE,9/21/21,After market close
ADBE,12/16/21,Before market open
ADBE,3/22/22,After market close
ADBE,6/16/22,After market close
ADBE,9/15/22,After market close
ADBE,12/15/22,After market close
ADBE,3/15/23,After market close
ADBE,6/15/23,After market close
ADBE,9/14/23,After market close
ADBE,12/13/23,After market close
ADBE,3/14/24,After market close
ADBE,6/13/24,After market close
ADBE,9/12/24,After market close
ADBE,12/11/24,After market close
ADBE,3/12/25,After market close
ADBE,6/12/25,After market close
ADC,2/20/20,After market close
ADC,4/20/20,After market close
ADC,7/20/20,After market close
ADC,10/19/20,After market close
ADC,5/3/21,After market close
ADC,7/26/21,After market close
ADC,11/1/21,After market close
ADC,2/22/22,After market close
ADC,5/3/22,After market close
ADC,8/2/22,After market close
ADC,11/1/22,After market close
ADC,2/14/23,After market close
ADC,5/4/23,After market close
ADC,8/1/23,After market close
ADC,10/24/23,After market close
ADC,2/13/24,After market close
ADC,4/23/24,After market close
ADC,7/23/24,After market close
ADC,10/22/24,After market close
ADC,2/11/25,After market close
ADC,4/22/25,After market close
ADCT,8/18/20,Before market open
ADCT,11/12/20,Before market open
ADCT,3/18/21,
ADCT,5/6/21,Before market open
ADCT,8/3/21,Before market open
ADCT,11/2/21,Before market open
ADCT,3/3/22,Before market open
ADCT,5/9/22,Before market open
ADCT,8/9/22,Before market open
ADCT,11/8/22,Before market open
ADCT,2/28/23,Before market open
ADCT,5/9/23,Before market open
ADCT,8/8/23,Before market open
ADCT,11/7/23,Before market open
ADCT,3/13/24,Before market open
ADCT,5/6/24,Before market open
ADCT,11/7/24,Before market open
ADCT,3/12/25,
ADCT,5/14/25,Before market open
ADEA,11/9/22,After market close
ADEA,2/22/23,After market close
ADEA,5/8/23,After market close
ADEA,8/7/23,After market close
ADEA,11/6/23,After market close
ADEA,2/20/24,After market close
ADEA,5/6/24,After market close
ADEA,8/6/24,After market close
ADEA,11/7/24,After market close
ADEA,2/18/25,After market close
ADEA,5/5/25,After market close
ADES,5/11/20,After market close
ADES,11/8/22,
ADES,3/8/23,After market close
ADES,5/9/23,After market close
ADES,8/9/23,After market close
ADES,11/8/23,After market close
ADGI,3/28/22,
ADGI,4/4/22,
ADI,2/19/20,Before market open
ADI,5/20/20,Before market open
ADI,8/19/20,Before market open
ADI,11/24/20,Before market open
ADI,2/17/21,Before market open
ADI,5/19/21,Before market open
ADI,8/18/21,Before market open
ADI,11/23/21,Before market open
ADI,2/16/22,Before market open
ADI,5/18/22,Before market open
ADI,8/17/22,Before market open
ADI,11/22/22,Before market open
ADI,2/15/23,Before market open
ADI,5/24/23,Before market open
ADI,8/23/23,Before market open
ADI,11/21/23,Before market open
ADI,2/21/24,Before market open
ADI,5/22/24,Before market open
ADI,8/21/24,Before market open
ADI,11/26/24,Before market open
ADI,2/19/25,Before market open
ADI,5/22/25,Before market open
ADIL,11/12/21,
ADIL,3/28/22,
ADIL,5/16/22,
ADIL,8/11/22,
ADIL,3/27/23,
ADIL,8/22/23,
ADIL,11/13/23,
ADIL,5/10/24,
ADIL,11/12/24,
ADIL,5/13/25,
ADM,1/29/20,After market close
ADM,4/29/20,After market close
ADM,7/29/20,After market close
ADM,10/29/20,After market close
ADM,1/26/21,Before market open
ADM,4/27/21,Before market open
ADM,7/27/21,Before market open
ADM,10/26/21,Before market open
ADM,4/26/22,Before market open
ADM,7/26/22,Before market open
ADM,10/25/22,Before market open
ADM,1/26/23,Before market open
ADM,4/25/23,Before market open
ADM,7/25/23,Before market open
ADM,10/24/23,Before market open
ADM,3/12/24,Before market open
ADM,4/30/24,Before market open
ADM,7/30/24,Before market open
ADM,11/5/24,Before market open
ADM,2/4/25,Before market open
ADM,5/6/25,Before market open
ADMA,3/12/20,After market close
ADMA,5/6/20,After market close
ADMA,11/5/20,After market close
ADMA,3/25/21,
ADMA,5/12/21,After market close
ADMA,8/4/21,
ADMA,11/10/21,After market close
ADMA,3/24/22,
ADMA,5/11/22,After market close
ADMA,8/10/22,After market close
ADMA,11/9/22,After market close
ADMA,3/23/23,After market close
ADMA,5/10/23,After market close
ADMA,8/9/23,After market close
ADMA,11/8/23,After market close
ADMA,2/28/24,After market close
ADMA,5/9/24,After market close
ADMA,11/7/24,After market close
ADMA,3/3/25,After market close
ADMA,5/7/25,After market close
ADMP,5/18/20,After market close
ADMP,8/13/20,
ADMP,11/9/20,After market close
ADMP,3/29/21,
ADMP,5/17/21,After market close
ADMP,9/27/21,
ADMP,11/22/21,
ADMP,5/16/22,After market close
ADMP,11/14/22,After market close
ADMP,5/15/23,After market close
ADMP,8/23/23,
ADMS,2/25/20,After market close
ADMS,5/7/20,After market close
ADMS,8/6/20,After market close
ADMS,11/5/20,After market close
ADMS,2/23/21,After market close
ADMS,5/10/21,After market close
ADMS,8/9/21,After market close
ADMS,11/4/21,
ADN,11/15/21,Before market open
ADN,3/28/22,Before market open
ADN,5/12/22,Before market open
ADN,8/9/22,Before market open
ADN,11/14/22,Before market open
ADN,3/31/23,Before market open
ADN,5/15/23,Before market open
ADN,8/8/23,
ADN,11/14/23,Before market open
ADN,3/29/24,
ADN,6/24/24,
ADN,8/9/24,
ADN,12/24/24,
ADNT,1/31/20,Before market open
ADNT,5/5/20,Before market open
ADNT,8/6/20,Before market open
ADNT,11/30/20,Before market open
ADNT,2/5/21,Before market open
ADNT,5/6/21,Before market open
ADNT,8/5/21,Before market open
ADNT,11/10/21,Before market open
ADNT,2/4/22,Before market open
ADNT,5/5/22,Before market open
ADNT,8/5/22,Before market open
ADNT,11/4/22,Before market open
ADNT,2/7/23,Before market open
ADNT,5/3/23,Before market open
ADNT,8/2/23,Before market open
ADNT,11/8/23,Before market open
ADNT,2/7/24,Before market open
ADNT,5/3/24,Before market open
ADNT,8/6/24,Before market open
ADNT,11/8/24,Before market open
ADNT,1/28/25,Before market open
ADNT,5/7/25,Before market open
ADOM,2/18/20,
ADOM,8/13/21,
ADOM,11/12/21,
ADP,1/29/20,Before market open
ADP,4/29/20,Before market open
ADP,7/29/20,Before market open
ADP,10/28/20,Before market open
ADP,1/27/21,Before market open
ADP,4/28/21,Before market open
ADP,7/28/21,Before market open
ADP,10/27/21,Before market open
ADP,4/27/22,Before market open
ADP,7/27/22,Before market open
